id,product_name,brand,category,description,price,original_price,discount_percent,rating,review_count,stock,image_url
11,Xiaomi 17 Ultra,Xiaomi,Mobiles,A heavy-hitting flagship device with massive camera sensors and incredible zooming capabilities for professional-grade photography.,90000,6957,50,4.1,1266,161,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcROq6bCBdl7i881x1Ql4WCsGhG9vaMB51Mzonfxo1nycKqSkMfL_pwAA1OCDC7dbrXL8UDGf--T1ieHr5vfdWZ5WTMii-kVtcZXgWW-kAYGVHtr-wNiQmq5sg
12,Google Pixel Watch 4,Google,Smart Watches,"Google's refined ecosystem watch, blending Fitbit's top health metrics with a domed LTPO AMOLED display, sleek active bands, and helpful AI. [1, 2]",15000,11700,21,4,1101,125,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTMQpH1a4145sR-TcjO9FyRbePx22IYzYTo7SXNX0nA9XTUkE9f8Xkg7lx4zlfid9aR5qqjiWIqie2SQyaiA5TRKQwykVvsytYQbaBQvFfJ1LVFCKMhLJ3QdA
13,Dell XPS 14 (2026),Dell,Laptops,"This ultraportable dazzlingly features a crisp OLED screen, robust Intel Core Ultra processors, and supreme build quality, making it a top tier choice for creators and professionals.",95000,91855,35,4.8,4684,152,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRnUXsDU3gSDeQYJxx6hS5ZtN2cLIQ8VWvkSUTuUQnZ28gXZoxE3Z2F134o5dbpULrjl4eIz1Sbp2OJrQbilCELLNr3yiY-HxBVzwk-mo8
14,Motorola Razr 60 Ultra,Motorola,Mobiles,"A top-tier foldable flip phone that features a massive, highly functional external screen and a sleek, compact design.",45000,45968,7,4.4,2914,57,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQXEgWIaSGasAQILwbkDKpqiSDGz3tWuO9YWAMn51LhTU_oTqWKsLKspEYQgtaluoUcctHwOz-9ddlDizbMjD6WN4vsfuqk
15,HP OmniBook Ultra 14,HP,Laptops,"One of HP's finest ultraportables, featuring an oversized haptic trackpad, premium metal edges, and powerful next-gen Intel Core Ultra processing for seamless multitasking.",100000,29011,53,4.1,1749,140,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTlt5re7rMVtdEkUNaQ2b5je4kO5zDpGPIJ6cWv0JpUZzPQfIySBBmU99Lw0I1Tj90LeU2DqhWgKFNIi4qYM2mSODXpGSE_
16,Vivo X300 Pro,Vivo,Mobiles,"Highly rated for its incredible portrait photography and low-light camera performance, powered by the latest Snapdragon 8 Gen 5 chip.",90000,25584,51,4.7,4414,138,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRQbY1AEa7aBg9-jnEsxX50qa6l66KVSYrjE-T9zyyY8pXSqzrhvrFOzoJ6R83nofiS9PLSgW_7ASKgooOpbtM3haRfzT3iq29KpGp9jLCJ2gsL5UcoChxMbrc
17,Nothing Phone 4a,Nothing,Mobiles,"A budget-friendly device with a unique transparent back, glyph interface for notifications, and a clean, responsive OS.",45000,62795,60,4.6,3129,29,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQtvc_bnuRKKzUHuDkojnyi6RnJ4kj1_wz4zmS73jgudc1rIOBpKLPUFltqsz0TxRq2hGcU-WwGWWIEXv_9rIBD-Y9EOCje2109r1qhhxgq6RwUeEX68aMCmA
18,Bose QuietComfort Ultra Headphones,Bose,Headphones,"A staple for pure listening comfort and premium build. The Immersive Audio feature creates a spacious soundstage, while the top-tier ANC easily blocks out background distractions.",5000,131747,38,4.7,613,199,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTWw6EhUJ4BI2W3XXz6mrcnIwIh5RmgwmKGYwQ1fd2tYwhb7GHrG14TyGDN_hhihrzzG_ZBAAulYmG7QA8CvGe1ay-XTFW3EoHRviGef7HkOyQOxyVtxfKvCQ
19,Asus Zenbook 14 (Intel Core Ultra 9),Asus,Laptops,"A stunning AI PC built for productivity, offering an OLED touchscreen, extended-life battery, and all the essential ports, housed in a thin chassis.",90000,84728,23,3.7,4939,16,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSMKUsYb_hZpAlqa9CmV1YjmH1isZheMSTF0h4HNWMC7xxKAr_RuTE6ysFMwPinHxwhGdKjcLMvHf1cuea_n5X6j5EmS0zhg10gVbCURwaDa6uHAu_IFXscQt4
20,Apple AirPods Max 2,Apple,Headphones,"A premium, heavy-hitting favorite for Apple ecosystem users. Features warm sound, superb spatial audio, and top-tier noise isolation.",20000,44023,36,4.5,4652,88,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQvpQG23rrj3FKPZgFHadmRpkHDmwISVRzLCT9fNyRmPEjO24PROy_9zlyho882Z1LfZFylOVTWwDyPZ_PGZy5Ogbo6ywnhiRvwyqKCAurHumpH8_QBUZHTR9u6
21,Sennheiser MOMENTUM 4 Wireless,Sennheiser,Headphones,"Built for audiophiles. It provides a massive 60-hour battery life, crystal-clear aptX Adaptive sound, and excellent ergonomic comfort.",5000,25226,15,4.6,3915,156,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTa5ty5lTg-ZHSdou-1jOykUOVgqUNNozFF7qK1RqDo_D0OyWQVilQtIYTK497-bO8HO6oxs5H4Q8glLpNN7XVSt-QnoExNiLWjii2xIhf9ZuY8AsKGA3IsAQ
22,Apple MacBook Pro 16-inch (M5 Max),Apple,Laptops,"The ultimate workstation for highly demanding tasks and AI workflows. It features the M5 Max chip, massive unified memory, and a breathtaking Tandem OLED display.",200000,21286,37,3.5,921,123,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRt9lXCOo7eF2gnpbGotxQ2TBJgPMNrZ9MAGklJ1aoZEE22WOX1pLLkUP65VMe1ugBCBCbzSisKLHf5qbsSh4gIKhvHOzn3pYYta0bgYNhj07sHh9SOXsTJQw
23,Garmin Enduro 3,Garmin,Smart Watches,"The best-in-class outdoor companion featuring solar charging for incredible battery life, TopoActive maps, and trail navigation for serious athletes.",25000,31917,54,4.1,2575,117,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQM2lvwDPbs6svYDh9vyM1w7vo0f38nvX-w_gzrV97-k2UDfPMNp6C_wb9UmvsKE6w0TXHYvmhF91FpDYRqH-zOGn5tDK_fAA
24,Marshall Major V,Marshall,Headphones,Features an iconic rock-and-roll aesthetic with a convenient foldable design. Boasts an incredible 80+ hours of playtime and snappy wireless charging.,15000,106831,29,4,3602,124,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRNcW1mBnjts0J9niGTAIZ_fU8XDygP5jG8yqh5KMTedL3H1dfdd_e7AbJPjca5CBiE2dw09IRPF0DjkJNnYPbim2419MK0ZA
25,Lenovo ThinkPad X1 Carbon,Lenovo,Laptops,"The gold standard for business mobility, offering unmatched durability, a legendary keyboard typing experience, and excellent security features.",50000,53812,40,4.2,735,38,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRuCngIJmhnOP42c-k3VEvCF6cb4cyMSIAO477LTxgKIJKzkI7sQfKVBeva_pSnPmLocnWpejTpu65ono3IvMAmkadRLhr9
26,Realme GT 7 Pro,Realme,Mobiles,"A strong performance-driven phone offering a massive battery, extremely fast charging, and excellent gaming capabilities.",30000,4369,13,4.8,2785,133,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQhxJEX8pd9Pw_ZwzZLdDeMx_4jQniPZ96RckRkYJ9-rc7ehfdiF46DM28BKGgCxRn7zOQF5q_uRBGMmBk8RsSQnFjEd2QhopgtW-QT7d-1k9u1SJTuK2rCBA
27,Sonos Ace,Sonos,Headphones,"Sonos’s sleek entry into the headphone space. It delivers incredibly accurate, hi-fi sound with dynamic head tracking and seamless integration with Sonos home theater systems.",1000,35853,10,3.9,2996,31,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ7diTMHOOcFV7_V9KSUp9Sfe7m8gbsLkkig0WkMJwicHk2KEjodWAIpmKoZBnwH13wiigPejATUtoEpL0af66aOm7HEAF285V4HKztwZpEd7aPcutttz9obrw
28,Asus ROG Strix SCAR 18,Asus,Laptops,"A heavy-duty gaming powerhouse featuring the Intel Core Ultra 9 processor and RTX 5090 GPU to deliver elite, high-frame-rate performance for AAA games.",190000,76937,51,4.8,2755,77,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTMLlguswtiHrUqWsNPpT8LMPKcQIbibMlRRErdEsrhGdVnTxRco04r8nowpX9j2QMDsoWDXGzp1h54HR0fknk05sEG_pXvOlndUIbullD3sCX--XIhxSOv
29,OnePlus Watch 3,OnePlus,Smart Watches,"Known for its outstanding battery life and robust build, this watch pairs a titanium/stainless steel chassis with a bright LTPO display and fast charging. [1, 3, 4]",15000,121387,11,4.4,3242,189,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSypANS3fGZa_wITWGLUxzcknvcXWu83Dj_i04U5lcv0nucBTykkODbPBTPxN3bA5IYEkkh7Mq_r0iI6YBKgj3UkrhMdkZfYg
30,Amazfit Active 2,Amazfit,Smart Watches,"A highly stylish budget-friendly option that delivers sharp AMOLED visuals, continuous heart rate tracking, and GPS with full route mapping.",8000,93861,50,3.6,4534,59,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSlVglRh5RtHfqqzeDWz-Cf34zwH7RyK2oXVnYOV2LDZ7n6-xvNoZVv33OgZK3mngWUaHGvisZWUJe3ZD8JjfMyKigf5Xn71HK48DbSiV4uxhfO3PqTVjPmyLmR
31,Anker Soundcore Space 2,Anker,Headphones,"The undisputed value champion. At a fraction of the cost of premium competitors, it gives users great sound, reliable noise cancellation, and a sleek, travel-friendly design.",2000,24902,44,4.7,4816,44,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQf6qIJNx25A9ArJVrPYR0CKDHeao_BReCV2lr2WSdwZK_sBm-amkdBaE0jxxUZr05daqDqogRG_LoTJqHdNLWjnp2kZxuomdrwi5wiU6NSBrfcTCL_p01mZJgQ
32,JBL Live 780NC,JBL,Headphones,"Known for JBL’s iconic Pure Bass Sound. Includes true Adaptive Noise Cancelling, solid battery longevity, and easy app-based EQ customization.",9000,86319,50,4.7,3931,177,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTqLetV01cx8HrlebGhA3wAImv54cFmXj0hjGl1Ca-s-M3OaaFBbf4unJ3slTP2IaFsj_UFFXno4jTEiACHl6wHNDWBeaKqfA
33,HP OmniBook X 14,HP,Laptops,"Tailored for the modern freelancer, this machine merges robust, AI-ready computing power with a sleek, highly portable, and battery-efficient frame.",120000,50479,10,3.9,4626,145,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSup0KTFiGEuVYn_7AHaZyc_vBD0kYI18Tk-tALDcdgC2uBEa8dcRDNh65VPVLgxK2F-Vf5A6ZNuyJuwqNWz-31lIQUt-0c_KAHBma2VqvpbODQPheem1NTG2k
34,CMF by Nothing Watch Pro 2,Nothing,Smart Watches,"Offers dynamic, fashion-forward styling with an interchangeable bezel, built-in GPS, Bluetooth calling, and a vivid 620-nit AMOLED display. [1, 2, 4, 5]",10000,79714,26,4.4,115,156,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcStn0RXSRva323_YR1JO6c5cEPxMm5POX0MPSquksOBi0pvDP9zJqQMmjnY1NJJ5-dZPvBv2PfPisuhyrvIISyNfql9tnNO_icrlWYgQoQLWR9EcfxBoyvQ7Q
35,Noise Airwave Max 6,Noise,Headphones,"A newer launch boasting premium specs at aggressive prices. Offers Hi-Res LDAC audio, Adaptive ANC, and a massive 120-hour battery.",5000,31979,42,4.9,1247,5,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSIcen1AkhWUfAkjZNgF-sqmy9BPZTq-KFbhRMWEMuAyr19F2ADFJqhZ8WieVdWKf50f-wcEJppmM7DNabh1zGvJt1xR3QbTWOK4ObWdpPVKtCXwWhS1IOm_Q
36,Garmin Forerunner 265,Garmin,Smart Watches,"Designed specifically for runners and fitness enthusiasts, it packs multi-band GPS and morning training reports into a vibrant, lightweight AMOLED body. [1, 2, 3, 4, 5]",20000,76287,9,3.6,2523,132,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR-vkTI5m9yV8IY0BfekJCYIOBWwvHx7Kk6f_HyjptiHX1do28Y2Nb3dqfi1NlTICslmBWO-YAioCUg4Y3iAAH5Tp4ziOthvkrrATgASIE7x19q6UJ7kVZZ9Q
37,Xiaomi Redmi Watch 5 Lite,Xiaomi,Smart Watches,"A sleek, square-dial everyday option loaded with a 1.83-inch display, 10-day battery life, 5ATM water resistance, and 100+ sports modes. [1, 2, 3, 4]",15000,89143,54,4.6,4655,160,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQjwsPu_m9-at3rACdgC5RsQ6s1N6N1bvOI8gX2qDimcvMZBlwS4nNWdQ9DWlqqLWt9GTqreXp7dt0yPlP9row-YNnfEMmCK4ZVEOV3tOTsGWzD0AOCONdp
38,Lenovo Yoga Book 9i,Lenovo,Laptops,"A unique, dual-screen productivity beast that offers endless possibilities and an extremely versatile form factor for intense multitasking and creative workflows.",130000,137479,23,4.9,4144,125,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSx9G_JJwpxgZZ0ZIPNXFGSkKgRCMSFtL3aa2fRLdZZTaTeA17D4X_ob4Xs3CfWSh86VQuTFsa5Bb4Nu8nLHt9-t4T1jeSWfOwRI_Goi6RCt1_mX_M__YQNrQ
39,realme TechLife Studio H1,Realme,Headphones,"A highly trending budget pick in the Indian market. Features 43 dB Adaptive ANC, 360-degree spatial audio, and an amazing 70 hours of playtime.",5000,5179,15,4.8,231,192,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSLn6Dgn24Br__MLIEYe72t5DlGO4ap-iennZKFdZWkyEfi-z9Im78K2DxLjpOHCvFeoUQ3-CTeXajv4aD33pWYdHLjqcFmR4jJnWo2Pgj5-N2NWu4dPPNlD9c
40,boAt Storm Call 3,Boat,Smart Watches,"An extremely popular entry-level pick featuring advanced Bluetooth calling, turn-by-turn navigation, and Emergency SOS capabilities. [1, 2, 3, 4, 5]",5000,7393,6,4.4,3191,124,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTSF7U-o6q0kkIzcWd0znGRFbEk-INcXC4X-Cxlp6OKBpv6UgeKS9PvzdO_VFdXnjmO9XT-AFaPUJ04utWv4-nYKTVzAI3X1EXKQDgSdw8ruAlSOLSqAZn34Q
41,Apple 17 ,Apple,Mobiles,"Apple’s premium flagship offering exceptional gaming performance, an incredible pro-camera system, and long battery life. [1, 2]",70000,2105,5,3.8,2989,102,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQTUVqrOa0je4xB2k9itbz7NmPcuq97w6H4VrnWLyQ-VDejRiKT5eLJFW3-7GJTaamIKPT2xV-jhdYIjd2IYfLBhI-bZifNms7qtM1u-nS8iPVF6AU71uYv
42,Samsung Galaxy Watch Ultra (LTE),Samsung,Smart Watches,"Designed for extreme durability, this premium rugged smartwatch features a tough titanium case, a 3000-nit Super AMOLED display, and extreme weather/water resistance. It has robust standalone LTE capabilities and advanced AI-powered health tracking.",30000,146339,51,4.4,1818,29,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTZUDZUxKhVf-lg3qfRfJTfgWN8Id6fjpIH1mbE-hNTIUQc5OwyNnojY806n3-vpkcS7mehfwmaLgHJxcHMcXznK3VhqYtXHg
43,Apple Watch Series 11 (GPS + Cellular),Apple,Smart Watches,"The gold standard for iPhone users. With a brilliant Always-On Retina OLED display and strong cellular connectivity, it lets you take calls, send texts, and stream music completely independently of your iPhone.",25000,100391,28,3.9,824,114,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRYVFJnZOcgmSs6_DXwT1JxkAwkPpUqjagcjlqA11dtwlA7c4H-42bKh-71Zsxlk6sJCg57322-R3aS2qK5suiI3wNDbWYYW1J_Ks-5WjkOiM9MN64dFhMMJ0U
44,Google Pixel Watch 4 (LTE),Google,Smart Watches,Google's premium standalone option that offers deep Gemini AI integration directly from your wrist. It provides excellent standalone cellular features and works smoothly across Android.,20000,7749,18,4.4,3318,126,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQRLAErzC9TfssUG7qq0TH7sEDX9mYEgSjfY-tTrrEMHd7ih8v4s-r5h3zHsD_cPo470JsiLS-rKnRcPmhCw4NR8p6RbECMuA
45,boAt Lunar Pro LTE,Boat,Smart Watches,"A highly accessible, eSIM-enabled option in the Indian market that includes built-in cellular calling and built-in GPS.",10000,146104,20,4.4,626,164,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSpKfSd6Wc0ttKvsZBlfFMmaiIazZWyP4tdZIudhsD5KiplAgti7Lmh7AVFech_viG2y9xYYDMAN0NaTvPyICM6yw0f2s8P
46,Sony WH-1000XM6,Sony,Headphones,"The flagship active noise-canceling headset. It features a 12-mic real-time noise-canceling processor, AI-beamforming microphones for clear mobile calls, and 30-hour battery life.",3000,90192,10,4.7,455,128,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSStPvCTC1_N1g4tnAodsMMjW2nzmUxu6wtUSdI1NRjV5e4esTZTyU7-f7TxudoZ1ab85dy8mTKVmV-cnZujWYCGoS9f3RD0AzIh7JjxnYtBS9m7jThvFp8gQ
47,Bose QuietComfort Ultra Headphones (2nd Gen),Bose,Headphones,"Known as the gold standard for comfort, it delivers immersive spatial audio and exceptional active noise cancellation tailored for all-day wear. [1, 2, 3]",5000,21667,57,4.7,2100,89,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSbay_iTpT7LSY7Pn7FnoxvcdD5YAiCrkN0-O02SqAoqiizJtQ_18ZepW54ZhWhJVp_--fWvGkeACxdLIeC2lH4G92Zirt-PF3M7kPyROww3B9Qu7vIMXiQnxs
48,Google Pixel 10 Pro  5G,Google,Mobiles,"Known as the best overall phone, it features class-leading computational photography and a massive, vibrant display.",100000,56142,39,4.9,2184,97,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRQJitKB7b8mqL0ADjJFkQ5zvCbSqJJpyvTtodqHi3PFM2o8bO8VWax4zHYdEVd-sd3sDDR2w4NSqtpL7AM0_H7_8KUYsTvjNTyhWQvLk5FW5dnl7J1raXHQYc
49, NoiseFit Voyage,Noise,Smart Watches,"Marketed as one of India's first 4G eSIM calling smartwatches. It allows smartphone-free calling with direct SIM support, storing up to 200 contacts.",10000,62268,26,3.6,2709,187,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSebul1Mx1L92ZsCmJyigEI4Q2sz-4K6yfLyITgJgvk7kRRCr7MJUfWSiP9h4pZoiXRrrYvxB_SHQPxi_iXHw_nSaxmHiBFbwB69lRpZO8WVx30yIifVRa0uA
50,Samsung Galaxy Book4 Edge,Samsung,Laptops,Combines a stunning Dynamic AMOLED 2X display with AI-focused architecture for seamless multi-device connectivity and ecosystem integration,70000,65286,9,4.8,3561,11,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS7amL1hcroBNTnl7Scutsri_s-2fw_36p8sUi8jc7LbVUrw7CZbrZiJkx7hoMGYlVmTtgA-mx7HbyaoFvyLjM7gvZYDo90
51,Microsoft Surface Laptop 7th Edition,Microsoft,Laptops,"Features an ultra-responsive touchscreen, exceptional all-day battery life, and powerful Snapdragon processors to streamline everyday productivity",150000,21414,43,3.6,2805,48,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTIusOlW9USxVj6os_Eg2VsqihL7_IeAwt97UZl0vTpOkRt5HNhM-JUzg_G1EJdeEBuf_jobImn3-b5wOojxQCa50XZl_I9nO-M7cfmZAPjrw9ST-WmzUKt1cs
52,ASUS Zenbook A14,Asus,Laptops,"Features an ultra-slim, minimalist ceramized aluminum design, an OLED display, and excellent battery life for users on the move",160000,34379,58,3.7,4935,67,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRPS7F3Yr6UGv_V3Kv6DVZi-A6MCTbMt0rZecCINCLecIxWKVy7ZvmBZ9S1TZGSHeFDM8XJOjdaNj_FUwO_CytvKx2vphMMR1Toj6f2WEdqdx92V9lEx6ZhyA8
53,Acer Swift 14 A,Acer,Laptops,"An ultra-lightweight AI-powered machine engineered for portability, offering seamless multitasking and a beautiful display",100000,106524,38,3.7,2869,125,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQQTzdx98_MOQQxaFX0qoPuQNX2RQ9Vq_yyUVur_K1PECcGzeUeVmqlW1ab_eTv8ckQErm09QSMQ7uXLS2eWobOf_uvm4QXvjRiYLnsNX30YaIxqG37-otKRw
54,Sony WH-1000XM5,Sony,Headphones," Offers industry-leading noise cancellation, comfortable soft-fit leather, and a quick-charge feature that gives 3 hours of playback from a 3-minute charge.",5000,20797,16,3.6,4823,151,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-LpbkhXLd_Zb2ofyjAGBeFHlXk6g2tG8k6gydpP8dL3AXZhFijZNprSCb83v3POYGvZUixCcHVa7CUnWPajDB6ex6ygHqhyHdBWdpXf4z8ETTK50WFbUMJg
55,Lenovo ThinkBook 16,Lenovo,Laptops,"A reliable, large-screen productivity laptop designed for professionals, boasting robust security features and a tactile, comfortable keyboard. [1, 2, 3, 4]",12000,56172,55,3.8,3522,170,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSn-WXaLorbdhEveDnn0HUUY_rfL49R69Q6QAOKouxvJY490NhYN2JSzBiWAXqXSjmdG1tEXbDamDkLeJtmWxczBmW4HI2t
56,Samsung Galaxy Z Fold7,Samsung,Mobiles,"Samsung’s flagship foldable, featuring a massive inner workspace and seamless multitasking capabilities.",50000,36343,32,4.6,3596,164,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS32Ry-0BWg0kx_I86ykZVRyDwzkNbE30M8jUtiwfrrysmiA6UxehQV5m2fuzYA1b7wSZmhaDZ9a_np5LyTC7YjtY9UY9nOwQ
57,Apple AirPods Pro (3rd Gen),Apple,Headphones,"The ultimate wireless earbud choice for iOS mobile users, featuring advanced spatial audio, top-tier noise cancellation, and a comfortable design.",25000,15639,53,3.6,1953,197,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-LpbkhXLd_Zb2ofyjAGBeFHlXk6g2tG8k6gydpP8dL3AXZhFijZNprSCb83v3POYGvZUixCcHVa7CUnWPajDB6ex6ygHqhyHdBWdpXf4z8ETTK50WFbUMJg
